Unnamed: 0,epoch,train_accuracy,val_accuracy,train_loss,val_loss,mode_size,infer_time
,0,0.16767996108949415,0.17236328125,3.0627989768981934,3.6079165935516357,22572437,0.028583836555480958
,1,0.19607247081712062,0.1865234375,3.16733455657959,3.4827935695648193,22572437,0.0285910701751709
,2,0.20677285992217898,0.1806640625,3.1040565967559814,3.715322256088257,22572437,0.028572354316711426
,3,0.21698686770428016,0.19580078125,3.2133493423461914,2.8816916942596436,22572437,0.02857144832611084
,4,0.2299975680933852,0.18408203125,3.0312557220458984,3.226353645324707,22572437,0.02857607841491699
,5,0.2447714007782101,0.2314453125,2.6677205562591553,2.8279776573181152,22572437,0.02856887340545654
,6,0.2579036964980545,0.2177734375,3.2180488109588623,2.698521375656128,22572437,0.02857856035232544
,7,0.26264591439688717,0.2216796875,2.3380320072174072,3.72930908203125,22572437,0.028577699661254882
,8,0.27675097276264593,0.2099609375,2.4822490215301514,3.120821952819824,22572437,0.028582983016967774
,9,0.2888497081712062,0.23486328125,2.5744588375091553,2.445239305496216,22572437,0.02859344482421875
,10,0.29608463035019456,0.279296875,2.2619903087615967,2.221273183822632,22572437,0.028572022914886475
,11,0.3035019455252918,0.2783203125,3.004254102706909,2.4247846603393555,22572437,0.02858370542526245
,12,0.30976410505836577,0.25,2.3740158081054688,2.3163280487060547,22572437,0.028595874309539793
,13,0.314931906614786,0.27734375,2.6959664821624756,1.9522569179534912,22572437,0.02857696294784546
,14,0.3282465953307393,0.27587890625,2.2124505043029785,1.7774451971054077,22572437,0.028568913936614992
,15,0.33134727626459143,0.298828125,2.206785202026367,2.0289905071258545,22572437,0.02859663963317871
,16,0.33669747081712065,0.27734375,2.454953193664551,2.4040334224700928,22572437,0.028586363792419432
,17,0.34824902723735407,0.23046875,2.838005542755127,3.038623571395874,22572437,0.02859652042388916
,18,0.35244406614785995,0.26806640625,2.4002044200897217,1.3929901123046875,22572437,0.028591678142547608
,19,0.35943579766536965,0.31103515625,2.5098700523376465,1.8041603565216064,22572437,0.028596701622009276
,20,0.36533317120622566,0.28125,2.67109751701355,2.3812053203582764,22572437,0.028601694107055663
,21,0.3742704280155642,0.3037109375,2.3930914402008057,2.2354142665863037,22572437,0.028601322174072265
,22,0.37579036964980544,0.33349609375,2.091552257537842,2.0782744884490967,22572437,0.02858916759490967
,23,0.3854571984435798,0.2666015625,2.5492632389068604,2.3304224014282227,22572437,0.028591740131378173
,24,0.3812621595330739,0.2578125,2.5887885093688965,3.5542778968811035,20352035,0.02626903533935547
,25,0.3880714980544747,0.3408203125,2.1470043659210205,1.9153326749801636,20352035,0.026246523857116698
,26,0.3954280155642023,0.28955078125,1.802972435951233,2.0796804428100586,20352035,0.02624189615249634
,27,0.39323929961089493,0.3203125,2.038616418838501,2.651080369949341,20352035,0.026236677169799806
,28,0.40017023346303504,0.31201171875,2.1783158779144287,2.7401037216186523,20352035,0.026247782707214354
,29,0.41232976653696496,0.244140625,2.5568718910217285,2.576572895050049,20352035,0.02624530076980591
,30,0.40849951361867703,0.2919921875,1.6979436874389648,2.546121120452881,20352035,0.026250748634338378
,31,0.4181663424124514,0.33984375,1.9757591485977173,2.3551485538482666,20352035,0.02625648498535156
,32,0.4168287937743191,0.32861328125,2.2281832695007324,2.8211898803710938,20352035,0.02624751329421997
,33,0.4189567120622568,0.32275390625,2.464911699295044,1.8414945602416992,20352035,0.026248915195465086
,34,0.4209022373540856,0.3466796875,2.7658793926239014,2.1484665870666504,20352035,0.026258895397186278
,35,0.42625243190661477,0.32373046875,2.247616767883301,1.4732269048690796,20352035,0.0262508487701416
,36,0.43044747081712065,0.35986328125,1.7192399501800537,2.37106990814209,20352035,0.026263313293457033
,37,0.4351896887159533,0.30419921875,2.1832053661346436,1.979740858078003,20352035,0.026251552104949952
,38,0.44175583657587547,0.353515625,1.8304109573364258,2.5532500743865967,20352035,0.02624804973602295
,39,0.43707441634241245,0.38134765625,2.1283257007598877,2.5451972484588623,20352035,0.026251156330108643
,40,0.44394455252918286,0.32275390625,1.7020093202590942,2.5618677139282227,20352035,0.02625955581665039
,41,0.45014591439688717,0.34814453125,1.8447935581207275,2.202442169189453,20352035,0.026246604919433595
,42,0.4534897859922179,0.30615234375,1.699953556060791,2.5131826400756836,20352035,0.026240971088409424
,43,0.45403696498054474,0.3564453125,1.8406392335891724,2.805698871612549,20352035,0.02622943639755249
,44,0.4579280155642023,0.36181640625,1.4930028915405273,2.1226754188537598,20352035,0.026240224838256835
,45,0.45634727626459143,0.33984375,1.9703036546707153,1.6394050121307373,20352035,0.026238794326782226
,46,0.4596303501945525,0.392578125,2.0122106075286865,1.8699073791503906,20352035,0.026239187717437745
,47,0.464068579766537,0.3916015625,2.052156925201416,1.7542707920074463,20352035,0.026239867210388183
,48,0.45428015564202334,0.341796875,2.207601308822632,2.621798038482666,18321212,0.02495579719543457
,49,0.46078550583657585,0.37353515625,2.0103976726531982,2.2096011638641357,18321212,0.024917800426483155
,50,0.4654669260700389,0.39208984375,2.426391124725342,1.9328187704086304,18321212,0.024926378726959228
,51,0.4697227626459144,0.404296875,2.5198559761047363,1.811882734298706,18321212,0.024926197528839112
,52,0.47592412451361865,0.361328125,1.9996342658996582,2.0546600818634033,18321212,0.024911108016967772
,53,0.4753769455252918,0.357421875,1.657629370689392,1.6790721416473389,18321212,0.024916973114013672
,54,0.47604571984435795,0.3681640625,1.7570306062698364,2.167762041091919,18321212,0.024915995597839354
,55,0.4842534046692607,0.35888671875,1.661791443824768,2.3161213397979736,18321212,0.024913482666015625
,56,0.4814567120622568,0.39111328125,1.658843755722046,1.9017972946166992,18321212,0.02491598844528198
,57,0.4814567120622568,0.3818359375,2.21097469329834,2.2226486206054688,18321212,0.024915299415588378
,58,0.486806906614786,0.40380859375,1.73040771484375,1.7275362014770508,18321212,0.024913780689239502
,59,0.49258268482490275,0.388671875,2.622954845428467,1.5915583372116089,18321212,0.024928648471832276
,60,0.4918531128404669,0.35791015625,1.950249195098877,2.1635117530822754,18321212,0.024917147159576415
,61,0.49258268482490275,0.37060546875,2.0928540229797363,2.518909454345703,18321212,0.024912807941436767
,62,0.4959873540856031,0.3935546875,1.8958534002304077,2.191091537475586,18321212,0.02492309331893921
,63,0.4961697470817121,0.36474609375,1.6093755960464478,1.5585213899612427,18321212,0.024914054870605468
,64,0.5111259727626459,0.38623046875,1.3733011484146118,1.945210576057434,18321212,0.02490818977355957
,65,0.4967169260700389,0.369140625,1.683546543121338,1.6511290073394775,18321212,0.02491763114929199
,66,0.5024927042801557,0.39404296875,2.0775868892669678,2.473483085632324,18321212,0.024915282726287843
,67,0.5061405642023347,0.39013671875,1.6957623958587646,1.60907781124115,18321212,0.02491875410079956
