Unnamed: 0,epoch,train_accuracy,val_accuracy,train_loss,val_loss,mode_size,infer_time
,0,0.010700389105058366,0.00992063492063492,4.765618324279785,4.8841233253479,42746040,0.05103703737258911
,1,0.011855544747081712,0.014384920634920634,4.8850297927856445,4.780472755432129,42746040,0.05098791122436523
,2,0.013740272373540856,0.015873015873015872,5.463212013244629,4.672502040863037,42746040,0.050960924625396725
,3,0.014165856031128405,0.017361111111111112,4.804834365844727,4.847221374511719,42746040,0.05096597909927368
,4,0.014713035019455253,0.017857142857142856,4.582154750823975,4.989293575286865,42746040,0.050975544452667235
,5,0.01872568093385214,0.018353174603174604,5.021578788757324,4.888787269592285,42746040,0.050938456058502196
,6,0.020124027237354087,0.021825396825396824,5.202037334442139,4.854528427124023,42746040,0.05099472999572754
,7,0.02146157587548638,0.021825396825396824,4.889067649841309,4.952356815338135,42746040,0.05096907138824463
,8,0.023771887159533073,0.03125,4.559901237487793,4.325508117675781,42746040,0.05086523056030273
,9,0.030094844357976654,0.029265873015873016,5.105282783508301,4.672698497772217,42746040,0.05090320587158203
,10,0.03276994163424125,0.047619047619047616,5.082706451416016,4.457086086273193,42746040,0.05090181827545166
,11,0.043895914396887156,0.04861111111111111,4.758683681488037,4.867364883422852,42746040,0.0509852933883667
,12,0.0467534046692607,0.06001984126984127,4.924800872802734,3.412179470062256,42746040,0.051022419929504396
,13,0.05866974708171206,0.06448412698412699,3.7112059593200684,3.3118600845336914,42746040,0.05096692323684692
,14,0.06864056420233464,0.08531746031746032,4.493696212768555,3.277209520339966,42746040,0.0510025691986084
,15,0.07502431906614786,0.08085317460317461,5.187912940979004,3.8446669578552246,42746040,0.0510101842880249
,16,0.08456955252918288,0.09424603174603174,3.746206283569336,3.3573763370513916,42746040,0.05093358993530273
,17,0.09533073929961089,0.1056547619047619,3.977344036102295,3.42659330368042,42746040,0.051007492542266844
,18,0.10390321011673152,0.12450396825396826,4.215508460998535,2.833724021911621,42746040,0.05095755815505981
,19,0.11892023346303501,0.14285714285714285,3.197309732437134,3.0767972469329834,42746040,0.051015450954437255
,20,0.13290369649805447,0.13988095238095238,5.966891765594482,3.3711767196655273,42746040,0.05095489501953125
,21,0.1463399805447471,0.16865079365079366,4.301809310913086,2.7135097980499268,42746040,0.050903940200805665
,22,0.15485165369649806,0.16071428571428573,4.469871520996094,2.7289888858795166,42746040,0.05093360185623169
,23,0.17448929961089493,0.17410714285714285,4.4442949295043945,2.280259132385254,42746040,0.050921347141265866
,24,0.18488570038910507,0.2123015873015873,4.417281627655029,4.192476749420166,42746040,0.05083990812301636
,25,0.19820038910505836,0.2261904761904762,5.371831893920898,2.9731500148773193,42746040,0.0509697413444519
,26,0.21552772373540857,0.22817460317460317,4.695389270782471,2.304105520248413,42746040,0.050884671211242676
,27,0.22440418287937744,0.2564484126984127,4.220050811767578,2.675438165664673,42746040,0.05099886655807495
,28,0.23814445525291827,0.25793650793650796,2.295203447341919,3.0633046627044678,42746040,0.05098047971725464
,29,0.24884484435797666,0.25744047619047616,3.217541456222534,2.5233349800109863,42746040,0.05092187643051147
,30,0.2661113813229572,0.2569444444444444,3.6153900623321533,3.081367254257202,42746040,0.05096560478210449
,31,0.2775413424124514,0.2693452380952381,4.696677207946777,2.512113332748413,42746040,0.0509672737121582
,32,0.28891050583657585,0.31398809523809523,3.4829134941101074,1.9915270805358887,42746040,0.050934445858001706
,33,0.3035019455252918,0.2941468253968254,3.4990501403808594,2.9094736576080322,42746040,0.05098135709762573
,34,0.3182757782101167,0.3323412698412698,1.9496285915374756,2.1335954666137695,42746040,0.05088213443756104
,35,0.33013132295719844,0.3090277777777778,2.1511149406433105,2.6969287395477295,42746040,0.05095401287078857
,36,0.3400413424124514,0.35813492063492064,4.50521183013916,2.096186637878418,42746040,0.05092633962631225
,37,0.35268725680933855,0.3392857142857143,5.830479145050049,2.1688778400421143,42746040,0.050975148677825925
,38,0.36089494163424124,0.3958333333333333,3.497943878173828,1.5693461894989014,42746040,0.05087998628616333
,39,0.3746352140077821,0.36259920634920634,4.526744842529297,1.8305957317352295,42746040,0.05095855236053467
,40,0.38600437743190663,0.3784722222222222,3.9708118438720703,2.4368104934692383,42746040,0.05065748453140259
,41,0.3959143968871595,0.37103174603174605,6.0087714195251465,1.975009560585022,42746040,0.050970659255981446
,42,0.4063715953307393,0.3814484126984127,3.2641818523406982,2.862091302871704,42746040,0.05091142654418945
,43,0.4085603112840467,0.4087301587301587,2.8640689849853516,1.8759608268737793,42746040,0.05087785243988037
,44,0.42941391050583655,0.41021825396825395,3.619391918182373,1.9684239625930786,42746040,0.05089048385620117
,45,0.43227140077821014,0.40029761904761907,2.5660035610198975,2.1436734199523926,42746040,0.05090130090713501
,46,0.442181420233463,0.4365079365079365,3.3325114250183105,1.8891057968139648,42746040,0.050925781726837156
,47,0.45464494163424124,0.40327380952380953,4.594404220581055,2.0828258991241455,42746040,0.050940468311309814
,48,0.4586575875486381,0.40625,2.8778162002563477,2.2495601177215576,42746040,0.05081836462020874
,49,0.47051313229571984,0.4503968253968254,2.976198673248291,2.0798349380493164,42746040,0.050977795124053954
,50,0.4787208171206226,0.44494047619047616,1.291373610496521,2.2575290203094482,42746040,0.05086265563964844
,51,0.4877796692607004,0.4652777777777778,3.2478599548339844,1.5847347974777222,42746040,0.050814201831817625
,52,0.49775048638132297,0.4226190476190476,1.9211927652359009,2.206587314605713,42746040,0.05102181434631348
,53,0.4998784046692607,0.4618055555555556,5.7320685386657715,1.2711771726608276,42746040,0.05089038372039795
,54,0.509362840466926,0.44642857142857145,3.515059471130371,2.183314561843872,42746040,0.050992043018341066
,55,0.5236502918287937,0.4677579365079365,3.5040078163146973,1.5796890258789062,42746040,0.050863666534423826
,56,0.5288788910505836,0.4409722222222222,3.86741304397583,1.4380656480789185,42746040,0.05089134216308594
,57,0.5333171206225681,0.4593253968253968,2.40885329246521,1.6616533994674683,42746040,0.05093541383743286
,58,0.5348370622568094,0.49603174603174605,2.627305507659912,1.3924918174743652,42746040,0.0509116005897522
,59,0.5483341439688716,0.47470238095238093,1.6738605499267578,1.041714072227478,42746040,0.05091717720031738
,60,0.5525899805447471,0.5267857142857143,3.332200765609741,1.7926077842712402,42746040,0.05094079971313477
,61,0.5589129377431906,0.4826388888888889,2.2891452312469482,0.9841455221176147,42746040,0.05096202373504639
,62,0.5665126459143969,0.5014880952380952,3.9741177558898926,0.9486072063446045,42746040,0.05096062660217285
,63,0.5739299610894941,0.4955357142857143,2.239499092102051,1.951711893081665,42746040,0.050947606563568115
,64,0.5837183852140078,0.4662698412698413,2.57757830619812,1.2218337059020996,42746040,0.05092713117599487
,65,0.5877310311284046,0.5004960317460317,3.234602212905884,1.262239933013916,42746040,0.05096384048461914
,66,0.5955739299610895,0.4791666666666667,0.651416003704071,1.5913987159729004,42746040,0.05095860242843628
,67,0.6074902723735408,0.47470238095238093,3.329119920730591,1.1702290773391724,42746040,0.05098715305328369
,68,0.6034776264591439,0.5198412698412699,3.3672749996185303,1.3548195362091064,42746040,0.050934824943542484
,69,0.6077334630350194,0.4965277777777778,3.8869032859802246,2.3960623741149902,42746040,0.05098923444747925
,70,0.6205009727626459,0.5228174603174603,4.0641913414001465,1.2932428121566772,42746040,0.050963165760040285
,71,0.6176434824902723,0.5367063492063492,0.9555174112319946,1.2319412231445312,42746040,0.050952095985412595
,72,0.6293166342412452,0.498015873015873,3.908569574356079,1.9659761190414429,42746040,0.050832819938659665
,73,0.6335116731517509,0.5143849206349206,1.2262084484100342,1.533932089805603,42746040,0.050948212146759035
